,goal,goals_in_match,goals_in_first_half,goals_in_second_half,goals_scored_avg_minutes_left,points_team,points_opp,goalsscored_inGame_team,goalsscored_inGame_opp,goalsscored_cum_team,goalsscored_cum_opp,goalsconceded_cum_team,goalsconceded_cum_opp,home_pitch,goalsscored_rank_team,goalsconceded_rank_team,goalsconceded_rank_opp,goalsscored_rank_team_wo_player,goalsscored_cum_player,id_match,name_team,name_opp,name_league,id_league,season,gameday,kick_off,N_games_left,N_games_right,N_games_center,goalsscored_rank_opp,goalsscored_diff,goal_balance_team,goal_balance_opp,goal_balance_diff,points_diff,goalsscored_share_player_team,name_player
86,,,,,,57.0,16.0,,,71.0,18.0,25.0,62.0,0.0,0.0,4.0,20.0,1.0,21,LaL-S2425_GD34_G6,FC Barcelona,Real Valladolid,la-liga,LaL,2024/25,34,2025-05-04,0,0,35,19.0,53.0,46.0,-44.0,90.0,41.0,0.2957746478873239,robert-lewandowski
87,,,,,,57.0,57.0,,,71.0,57.0,25.0,26.0,1.0,0.0,4.0,5.0,1.0,21,LaL-S2425_GD35_G2,FC Barcelona,Real Madrid,la-liga,LaL,2024/25,35,2025-05-11,0,0,35,1.0,14.0,46.0,31.0,15.0,0.0,0.2957746478873239,robert-lewandowski
88,,,,,,57.0,28.0,,,71.0,25.0,25.0,37.0,0.0,0.0,4.0,12.5,1.0,21,LaL-S2425_GD36_G2,FC Barcelona,Espanyol Barcelona,la-liga,LaL,2024/25,36,2025-05-14,0,0,35,15.0,46.0,46.0,-12.0,58.0,29.0,0.2957746478873239,robert-lewandowski
89,,,,,,57.0,44.0,,,71.0,48.0,25.0,36.0,1.0,0.0,4.0,10.5,1.0,21,LaL-S2425_GD37_G2,FC Barcelona,FC Villarreal,la-liga,LaL,2024/25,37,2025-05-18,0,0,35,2.0,23.0,46.0,12.0,34.0,13.0,0.2957746478873239,robert-lewandowski
90,,,,,,57.0,49.0,,,71.0,45.0,25.0,24.0,0.0,0.0,4.0,3.0,1.0,21,LaL-S2425_GD38_G1,FC Barcelona,Athletic Bilbao,la-liga,LaL,2024/25,38,2025-05-25,0,0,35,3.0,26.0,46.0,21.0,25.0,8.0,0.2957746478873239,robert-lewandowski
91,,,,,,47.0,46.0,,,53.0,46.0,38.0,40.0,1.0,2.5,9.0,11.5,14.0,20,PL-S2425_GD29_G4,Manchester City,Brighton &amp; Hove Albion,premier-league,PL,2024/25,29,2025-03-15,0,0,42,8.0,7.0,15.0,6.0,9.0,1.0,0.3773584905660377,erling-haaland
92,,,,,,47.0,17.0,,,53.0,25.0,38.0,62.0,1.0,2.5,9.0,19.0,14.0,20,PL-S2425_GD30_G6,Manchester City,Leicester City,premier-league,PL,2024/25,30,2025-04-02,0,0,42,18.0,28.0,15.0,-37.0,52.0,30.0,0.3773584905660377,erling-haaland
93,,,,,,47.0,34.0,,,53.0,34.0,38.0,40.0,0.0,2.5,9.0,11.5,14.0,20,PL-S2425_GD31_G9,Manchester City,Manchester United,premier-league,PL,2024/25,31,2025-04-06,0,0,42,14.0,19.0,15.0,-6.0,21.0,13.0,0.3773584905660377,erling-haaland
94,,,,,,47.0,39.0,,,53.0,36.0,38.0,33.0,1.0,2.5,9.0,4.0,14.0,20,PL-S2425_GD32_G1,Manchester City,Crystal Palace,premier-league,PL,2024/25,32,2025-04-12,0,0,42,13.0,17.0,15.0,3.0,12.0,8.0,0.3773584905660377,erling-haaland
95,,,,,,47.0,32.0,,,53.0,29.0,38.0,33.0,0.0,2.5,9.0,4.0,14.0,20,PL-S2425_GD33_G3,Manchester City,FC Everton,premier-league,PL,2024/25,33,2025-04-19,0,0,42,16.0,24.0,15.0,-4.0,19.0,15.0,0.3773584905660377,erling-haaland
96,,,,,,47.0,46.0,,,53.0,43.0,38.0,47.0,1.0,2.5,9.0,15.0,14.0,20,PL-S2425_GD34_G10,Manchester City,Aston Villa,premier-league,PL,2024/25,34,2025-04-28,0,0,42,10.0,10.0,15.0,-4.0,19.0,1.0,0.3773584905660377,erling-haaland
97,,,,,,47.0,23.0,,,53.0,38.0,38.0,57.0,1.0,2.5,9.0,17.0,14.0,20,PL-S2425_GD35_G9,Manchester City,Wolverhampton Wanderers,premier-league,PL,2024/25,35,2025-05-03,0,0,42,12.0,15.0,15.0,-19.0,34.0,24.0,0.3773584905660377,erling-haaland
98,,,,,,47.0,9.0,,,53.0,20.0,38.0,68.0,0.0,2.5,9.0,20.0,14.0,20,PL-S2425_GD36_G8,Manchester City,FC Southampton,premier-league,PL,2024/25,36,2025-05-10,0,0,42,19.0,33.0,15.0,-48.0,63.0,38.0,0.3773584905660377,erling-haaland
99,,,,,,47.0,44.0,,,53.0,47.0,38.0,34.0,1.0,2.5,9.0,6.0,14.0,20,PL-S2425_GD37_G9,Manchester City,AFC Bournemouth,premier-league,PL,2024/25,37,2025-05-18,0,0,42,6.5,6.0,15.0,13.0,2.0,3.0,0.3773584905660377,erling-haaland
100,,,,,,47.0,42.0,,,53.0,41.0,38.0,38.0,0.0,2.5,9.0,9.0,14.0,20,PL-S2425_GD38_G2,Manchester City,FC Fulham,premier-league,PL,2024/25,38,2025-05-25,0,0,42,11.0,12.0,15.0,3.0,12.0,5.0,0.3773584905660377,erling-haaland
101,,,,,,60.0,19.0,,,45.0,23.0,23.0,42.0,0.0,3.5,1.0,13.0,8.5,10,SEA-S2425_GD29_G6,SSC Neapel,FC Venedig,serie-a,SEA,2024/25,29,2025-03-16,0,0,26,17.0,22.0,22.0,-19.0,41.0,41.0,0.2222222222222222,romelu-lukaku
102,,,,,,60.0,44.0,,,45.0,42.0,23.0,32.0,1.0,3.5,1.0,7.0,8.5,10,SEA-S2425_GD30_G8,SSC Neapel,AC Mailand,serie-a,SEA,2024/25,30,2025-03-30,0,0,26,8.0,3.0,22.0,10.0,12.0,16.0,0.2222222222222222,romelu-lukaku
103,,,,,,60.0,50.0,,,45.0,44.0,23.0,34.0,0.0,3.5,1.0,8.5,8.5,10,SEA-S2425_GD31_G2,SSC Neapel,FC Bologna,serie-a,SEA,2024/25,31,2025-04-06,0,0,26,5.0,1.0,22.0,10.0,12.0,10.0,0.2222222222222222,romelu-lukaku
104,,,,,,60.0,22.0,,,45.0,23.0,23.0,45.0,1.0,3.5,1.0,16.0,8.5,10,SEA-S2425_GD32_G8,SSC Neapel,FC Empoli,serie-a,SEA,2024/25,32,2025-04-13,0,0,26,17.0,22.0,22.0,-22.0,44.0,38.0,0.2222222222222222,romelu-lukaku
105,,,,,,60.0,14.0,,,45.0,23.0,23.0,48.0,0.0,3.5,1.0,18.5,8.5,10,SEA-S2425_GD33_G7,SSC Neapel,AC Monza,serie-a,SEA,2024/25,33,2025-04-20,0,0,26,17.0,22.0,22.0,-25.0,47.0,46.0,0.2222222222222222,romelu-lukaku
106,,,,,,60.0,35.0,,,45.0,33.0,23.0,34.0,1.0,3.5,1.0,8.5,8.5,10,SEA-S2425_GD34_G8,SSC Neapel,FC Turin,serie-a,SEA,2024/25,34,2025-04-27,0,0,26,12.0,12.0,22.0,-1.0,23.0,25.0,0.2222222222222222,romelu-lukaku
107,,,,,,60.0,25.0,,,45.0,20.0,23.0,46.0,0.0,3.5,1.0,17.0,8.5,10,SEA-S2425_GD35_G6,SSC Neapel,US Lecce,serie-a,SEA,2024/25,35,2025-05-03,0,0,26,19.0,25.0,22.0,-26.0,48.0,35.0,0.2222222222222222,romelu-lukaku
108,,,,,,60.0,32.0,,,45.0,26.0,23.0,36.0,1.0,3.5,1.0,10.5,8.5,10,SEA-S2425_GD36_G7,SSC Neapel,CFC Genua 1893,serie-a,SEA,2024/25,36,2025-05-11,0,0,26,15.0,19.0,22.0,-10.0,32.0,28.0,0.2222222222222222,romelu-lukaku
109,,,,,,60.0,24.0,,,45.0,34.0,23.0,48.0,0.0,3.5,1.0,18.5,8.5,10,SEA-S2425_GD37_G9,SSC Neapel,Parma Calcio,serie-a,SEA,2024/25,37,2025-05-18,0,0,26,10.5,11.0,22.0,-14.0,36.0,36.0,0.2222222222222222,romelu-lukaku
110,,,,,,60.0,26.0,,,45.0,28.0,23.0,43.0,1.0,3.5,1.0,14.0,8.5,10,SEA-S2425_GD38_G7,SSC Neapel,Cagliari Calcio,serie-a,SEA,2024/25,38,2025-05-25,0,0,26,13.5,17.0,22.0,-15.0,37.0,34.0,0.2222222222222222,romelu-lukaku
111,,,,,,49.0,36.0,,,45.0,32.0,24.0,36.0,0.0,3.0,3.0,10.5,4.5,5,LaL-S2425_GD28_G7,Athletic Bilbao,FC Sevilla,la-liga,LaL,2024/25,28,2025-03-16,0,30,2,8.5,13.0,21.0,-4.0,25.0,13.0,0.1111111111111111,inaki-williams
112,,,,,,49.0,33.0,,,45.0,32.0,24.0,37.0,1.0,3.0,3.0,12.5,4.5,5,LaL-S2425_GD29_G1,Athletic Bilbao,CA Osasuna,la-liga,LaL,2024/25,29,2025-03-28,0,30,2,8.5,13.0,21.0,-5.0,26.0,16.0,0.1111111111111111,inaki-williams
113,,,,,,49.0,44.0,,,45.0,48.0,24.0,36.0,0.0,3.0,3.0,10.5,4.5,5,LaL-S2425_GD30_G5,Athletic Bilbao,FC Villarreal,la-liga,LaL,2024/25,30,2025-04-06,0,30,2,2.0,-3.0,21.0,12.0,9.0,5.0,0.1111111111111111,inaki-williams
114,,,,,,49.0,36.0,,,45.0,29.0,24.0,29.0,1.0,3.0,3.0,7.0,4.5,5,LaL-S2425_GD31_G1,Athletic Bilbao,Rayo Vallecano,la-liga,LaL,2024/25,31,2025-04-13,0,30,2,13.0,16.0,21.0,0.0,21.0,13.0,0.1111111111111111,inaki-williams
115,,,,,,49.0,57.0,,,45.0,57.0,24.0,26.0,0.0,3.0,3.0,5.0,4.5,5,LaL-S2425_GD32_G4,Athletic Bilbao,Real Madrid,la-liga,LaL,2024/25,32,2025-04-20,0,30,2,1.0,-12.0,21.0,31.0,-10.0,-8.0,0.1111111111111111,inaki-williams
116,,,,,,49.0,24.0,,,45.0,30.0,24.0,45.0,1.0,3.0,3.0,18.5,4.5,5,LaL-S2425_GD33_G1,Athletic Bilbao,UD Las Palmas,la-liga,LaL,2024/25,33,2025-04-23,0,30,2,11.0,15.0,21.0,-15.0,36.0,25.0,0.1111111111111111,inaki-williams
117,,,,,,49.0,34.0,,,45.0,23.0,24.0,28.0,0.0,3.0,3.0,6.0,4.5,5,LaL-S2425_GD34_G5,Athletic Bilbao,Real Sociedad San Sebastian,la-liga,LaL,2024/25,34,2025-05-04,0,30,2,17.5,22.0,21.0,-5.0,26.0,15.0,0.1111111111111111,inaki-williams
118,,,,,,49.0,26.0,,,45.0,30.0,24.0,40.0,1.0,3.0,3.0,15.0,4.5,5,LaL-S2425_GD35_G9,Athletic Bilbao,Deportivo Alaves,la-liga,LaL,2024/25,35,2025-05-11,0,30,2,11.0,15.0,21.0,-10.0,31.0,23.0,0.1111111111111111,inaki-williams
119,,,,,,49.0,33.0,,,45.0,23.0,24.0,22.0,0.0,3.0,3.0,2.0,4.5,5,LaL-S2425_GD36_G3,Athletic Bilbao,FC Getafe,la-liga,LaL,2024/25,36,2025-05-14,0,30,2,17.5,22.0,21.0,1.0,20.0,16.0,0.1111111111111111,inaki-williams
120,,,,,,49.0,27.0,,,45.0,30.0,24.0,45.0,0.0,3.0,3.0,18.5,4.5,5,LaL-S2425_GD37_G4,Athletic Bilbao,FC Valencia,la-liga,LaL,2024/25,37,2025-05-18,0,30,2,11.0,15.0,21.0,-15.0,36.0,22.0,0.1111111111111111,inaki-williams
121,,,,,,49.0,57.0,,,45.0,71.0,24.0,25.0,1.0,3.0,3.0,4.0,4.5,5,LaL-S2425_GD38_G1,Athletic Bilbao,FC Barcelona,la-liga,LaL,2024/25,38,2025-05-25,0,30,2,0.0,-26.0,21.0,46.0,-25.0,-8.0,0.1111111111111111,inaki-williams
122,,,,,,70.0,32.0,,,69.0,29.0,27.0,33.0,1.0,0.0,2.0,4.0,10.0,27,PL-S2425_GD30_G9,FC Liverpool,FC Everton,premier-league,PL,2024/25,30,2025-04-02,0,37,0,16.0,40.0,42.0,-4.0,46.0,38.0,0.391304347826087,mohamed-salah
123,,,,,,70.0,42.0,,,69.0,41.0,27.0,38.0,0.0,0.0,2.0,9.0,10.0,27,PL-S2425_GD31_G7,FC Liverpool,FC Fulham,premier-league,PL,2024/25,31,2025-04-06,0,37,0,11.0,28.0,42.0,3.0,39.0,28.0,0.391304347826087,mohamed-salah
124,,,,,,70.0,33.0,,,69.0,32.0,27.0,48.0,1.0,0.0,2.0,16.0,10.0,27,PL-S2425_GD32_G8,FC Liverpool,West Ham United,premier-league,PL,2024/25,32,2025-04-13,0,37,0,15.0,37.0,42.0,-16.0,58.0,37.0,0.391304347826087,mohamed-salah
125,,,,,,70.0,17.0,,,69.0,25.0,27.0,62.0,0.0,0.0,2.0,19.0,10.0,27,PL-S2425_GD33_G9,FC Liverpool,Leicester City,premier-league,PL,2024/25,33,2025-04-20,0,37,0,18.0,44.0,42.0,-37.0,79.0,53.0,0.391304347826087,mohamed-salah
126,,,,,,70.0,34.0,,,69.0,55.0,27.0,41.0,1.0,0.0,2.0,13.0,10.0,27,PL-S2425_GD34_G9,FC Liverpool,Tottenham Hotspur,premier-league,PL,2024/25,34,2025-04-27,0,37,0,1.0,14.0,42.0,14.0,28.0,36.0,0.391304347826087,mohamed-salah
127,,,,,,70.0,49.0,,,69.0,53.0,27.0,36.0,0.0,0.0,2.0,7.0,10.0,27,PL-S2425_GD35_G5,FC Liverpool,FC Chelsea,premier-league,PL,2024/25,35,2025-05-03,0,37,0,2.5,16.0,42.0,17.0,25.0,21.0,0.391304347826087,mohamed-salah
128,,,,,,70.0,55.0,,,69.0,52.0,27.0,24.0,1.0,0.0,2.0,1.0,10.0,27,PL-S2425_GD36_G4,FC Liverpool,FC Arsenal,premier-league,PL,2024/25,36,2025-05-10,0,37,0,4.0,17.0,42.0,28.0,14.0,15.0,0.391304347826087,mohamed-salah
129,,,,,,70.0,46.0,,,69.0,46.0,27.0,40.0,0.0,0.0,2.0,11.5,10.0,27,PL-S2425_GD37_G4,FC Liverpool,Brighton &amp; Hove Albion,premier-league,PL,2024/25,37,2025-05-18,0,37,0,8.0,23.0,42.0,6.0,36.0,24.0,0.391304347826087,mohamed-salah
130,,,,,,70.0,39.0,,,69.0,36.0,27.0,33.0,1.0,0.0,2.0,4.0,10.0,27,PL-S2425_GD38_G4,FC Liverpool,Crystal Palace,premier-league,PL,2024/25,38,2025-05-25,0,37,0,13.0,33.0,42.0,3.0,39.0,31.0,0.391304347826087,mohamed-salah
131,,,,,,34.0,42.0,,,55.0,41.0,41.0,38.0,0.0,1.0,13.0,9.0,4.5,7,PL-S2425_GD29_G8,Tottenham Hotspur,FC Fulham,premier-league,PL,2024/25,29,2025-03-16,24,0,4,11.0,14.0,14.0,3.0,11.0,-8.0,0.1272727272727272,heung-min-son
132,,,,,,34.0,49.0,,,55.0,53.0,41.0,36.0,0.0,1.0,13.0,7.0,4.5,7,PL-S2425_GD30_G10,Tottenham Hotspur,FC Chelsea,premier-league,PL,2024/25,30,2025-04-03,24,0,4,2.5,2.0,14.0,17.0,-3.0,-15.0,0.1272727272727272,heung-min-son
133,,,,,,34.0,9.0,,,55.0,20.0,41.0,68.0,1.0,1.0,13.0,20.0,4.5,7,PL-S2425_GD31_G8,Tottenham Hotspur,FC Southampton,premier-league,PL,2024/25,31,2025-04-06,24,0,4,19.0,35.0,14.0,-48.0,62.0,25.0,0.1272727272727272,heung-min-son
134,,,,,,34.0,23.0,,,55.0,38.0,41.0,57.0,0.0,1.0,13.0,17.0,4.5,7,PL-S2425_GD32_G6,Tottenham Hotspur,Wolverhampton Wanderers,premier-league,PL,2024/25,32,2025-04-12,24,0,4,12.0,17.0,14.0,-19.0,33.0,11.0,0.1272727272727272,heung-min-son
135,,,,,,34.0,51.0,,,55.0,45.0,41.0,33.0,1.0,1.0,13.0,4.0,4.5,7,PL-S2425_GD33_G10,Tottenham Hotspur,Nottingham Forest,premier-league,PL,2024/25,33,2025-04-21,24,0,4,9.0,10.0,14.0,12.0,2.0,-17.0,0.1272727272727272,heung-min-son
136,,,,,,34.0,70.0,,,55.0,69.0,41.0,27.0,0.0,1.0,13.0,2.0,4.5,7,PL-S2425_GD34_G9,Tottenham Hotspur,FC Liverpool,premier-league,PL,2024/25,34,2025-04-27,24,0,4,0.0,-14.0,14.0,42.0,-28.0,-36.0,0.1272727272727272,heung-min-son
137,,,,,,34.0,33.0,,,55.0,32.0,41.0,48.0,0.0,1.0,13.0,16.0,4.5,7,PL-S2425_GD35_G10,Tottenham Hotspur,West Ham United,premier-league,PL,2024/25,35,2025-05-03,24,0,4,15.0,23.0,14.0,-16.0,30.0,1.0,0.1272727272727272,heung-min-son
138,,,,,,34.0,39.0,,,55.0,36.0,41.0,33.0,1.0,1.0,13.0,4.0,4.5,7,PL-S2425_GD36_G9,Tottenham Hotspur,Crystal Palace,premier-league,PL,2024/25,36,2025-05-10,24,0,4,13.0,19.0,14.0,3.0,11.0,-5.0,0.1272727272727272,heung-min-son
139,,,,,,34.0,46.0,,,55.0,43.0,41.0,47.0,0.0,1.0,13.0,15.0,4.5,7,PL-S2425_GD37_G2,Tottenham Hotspur,Aston Villa,premier-league,PL,2024/25,37,2025-05-18,24,0,4,10.0,12.0,14.0,-4.0,18.0,-12.0,0.1272727272727272,heung-min-son
140,,,,,,34.0,46.0,,,55.0,46.0,41.0,40.0,1.0,1.0,13.0,11.5,4.5,7,PL-S2425_GD38_G9,Tottenham Hotspur,Brighton &amp; Hove Albion,premier-league,PL,2024/25,38,2025-05-25,24,0,4,8.0,9.0,14.0,6.0,8.0,-12.0,0.1272727272727272,heung-min-son
141,,,,,,42.0,34.0,,,41.0,55.0,38.0,41.0,1.0,11.0,9.0,13.0,15.0,10,PL-S2425_GD29_G8,FC Fulham,Tottenham Hotspur,premier-league,PL,2024/25,29,2025-03-16,0,0,22,1.0,-14.0,3.0,14.0,-11.0,8.0,0.2439024390243902,raul-jimenez
142,,,,,,42.0,55.0,,,41.0,52.0,38.0,24.0,0.0,11.0,9.0,1.0,15.0,10,PL-S2425_GD30_G1,FC Fulham,FC Arsenal,premier-league,PL,2024/25,30,2025-04-01,0,0,22,4.0,-11.0,3.0,28.0,-25.0,-13.0,0.2439024390243902,raul-jimenez
143,,,,,,42.0,70.0,,,41.0,69.0,38.0,27.0,1.0,11.0,9.0,2.0,15.0,10,PL-S2425_GD31_G7,FC Fulham,FC Liverpool,premier-league,PL,2024/25,31,2025-04-06,0,0,22,0.0,-28.0,3.0,42.0,-39.0,-28.0,0.2439024390243902,raul-jimenez
144,,,,,,42.0,44.0,,,41.0,47.0,38.0,34.0,0.0,11.0,9.0,6.0,15.0,10,PL-S2425_GD32_G10,FC Fulham,AFC Bournemouth,premier-league,PL,2024/25,32,2025-04-14,0,0,22,6.5,-6.0,3.0,13.0,-10.0,-2.0,0.2439024390243902,raul-jimenez
145,,,,,,42.0,49.0,,,41.0,53.0,38.0,36.0,1.0,11.0,9.0,7.0,15.0,10,PL-S2425_GD33_G4,FC Fulham,FC Chelsea,premier-league,PL,2024/25,33,2025-04-19,0,0,22,2.5,-12.0,3.0,17.0,-14.0,-7.0,0.2439024390243902,raul-jimenez
146,,,,,,42.0,9.0,,,41.0,20.0,38.0,68.0,0.0,11.0,9.0,20.0,15.0,10,PL-S2425_GD34_G5,FC Fulham,FC Southampton,premier-league,PL,2024/25,34,2025-04-26,0,0,22,19.0,21.0,3.0,-48.0,51.0,33.0,0.2439024390243902,raul-jimenez
147,,,,,,42.0,46.0,,,41.0,43.0,38.0,47.0,0.0,11.0,9.0,15.0,15.0,10,PL-S2425_GD35_G2,FC Fulham,Aston Villa,premier-league,PL,2024/25,35,2025-05-03,0,0,22,10.0,-2.0,3.0,-4.0,7.0,-4.0,0.2439024390243902,raul-jimenez
148,,,,,,42.0,32.0,,,41.0,29.0,38.0,33.0,1.0,11.0,9.0,4.0,15.0,10,PL-S2425_GD36_G2,FC Fulham,FC Everton,premier-league,PL,2024/25,36,2025-05-10,0,0,22,16.0,12.0,3.0,-4.0,7.0,10.0,0.2439024390243902,raul-jimenez
149,,,,,,42.0,38.0,,,41.0,48.0,38.0,44.0,0.0,11.0,9.0,14.0,15.0,10,PL-S2425_GD37_G3,FC Fulham,FC Brentford,premier-league,PL,2024/25,37,2025-05-18,0,0,22,5.0,-7.0,3.0,4.0,-1.0,4.0,0.2439024390243902,raul-jimenez
150,,,,,,42.0,47.0,,,41.0,53.0,38.0,38.0,1.0,11.0,9.0,9.0,15.0,10,PL-S2425_GD38_G2,FC Fulham,Manchester City,premier-league,PL,2024/25,38,2025-05-25,0,0,22,2.5,-12.0,3.0,15.0,-12.0,-5.0,0.2439024390243902,raul-jimenez
